3.518812538139756807e+00,1.020637806506209166e+00,8.537630985894289622e-32,5.082659317773783414e+01,3.322238881800154548e-31,0.000000000000000000e+00,1.972622755724732029e-44,2.963178068640453411e+00,0.000000000000000000e+00,9.998162527839946634e-01,4.852793269100978968e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.445281589485621510e+01,0.000000000000000000e+00,3.001415885850706961e-62,1.905375539941256382e-293,3.875907529398418205e+00,0.000000000000000000e+00,1.781974450645912946e-93,2.709405579422323296e+00,1.591690089652621931e-07,2.186598222350847998e+00,3.613758936048769499e+01,8.790182567176232364e-01,2.201465680469026687e+00,1.244879759096627760e-14,2.317853681411881084e-01,3.611168045640881985e+01,2.148879649959345376e-303,3.133816494113569884e-01,1.093612068421119243e+00,1.179156529177932891e-81,0.000000000000000000e+00,3.855924892682392052e-24,9.106027150598040160e-03,4.571552593598358627e-179,5.064184537076574176e-06,6.440788819336922148e-69,7.527599742530804994e-01,0.000000000000000000e+00,6.060666913038525704e-180,3.572930370328175176e+00
1.682945577262296100e+00,1.551034530085092555e+01,1.400100125957847164e-01,1.234883455268889589e-02,9.231669786597747340e-02,7.279401618785792423e-197,8.234768750806568504e-05,1.260661706118485448e+01,9.564908268524415143e-190,5.315516277947088440e-12,9.147788890047307220e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.715444822708302454e-202,3.414220655200483634e+01,0.000000000000000000e+00,4.233102656799916300e-11,8.993854876754326950e-156,1.986196101796588120e+00,0.000000000000000000e+00,1.254767684370020060e-25,8.952374631446271991e+00,1.173766399166298990e+00,1.964139470690525524e+00,2.076505067816902894e+01,6.808683465207452379e-01,3.201404800707460764e-04,1.296678593074048257e-142,6.171681103100439270e-01,2.381661684481663599e+01,1.715989789334243774e-118,6.577390185287670388e-01,9.707011458365391476e+00,5.305808754198933020e-49,0.000000000000000000e+00,2.218994741921059903e-64,2.356349641844187914e+01,3.152419809975636120e-13,9.158155462783997722e-09,1.963618170633427381e-14,6.327823289059681944e-01,1.276536076637458130e-142,6.511861892346724190e-01,1.775493946001292844e+00
1.316281596953277955e+00,1.511464158888594511e+01,4.860371945465459476e+00,1.234499901381543739e-36,1.972233189190474745e+00,3.449652593875648328e-88,9.999176561416103226e-01,9.567186725923008339e+00,1.833994105975981538e-83,1.886159857300612415e-64,2.991410916383140606e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324754033456524737e-91,1.177681894757108161e+01,0.000000000000000000e+00,9.999459080582775439e-01,1.664863172582353238e-61,5.466790070877713167e-05,0.000000000000000000e+00,4.490259836432906049e-01,3.833053365133582524e+00,2.490620413563582061e-79,1.382661631055176699e+00,3.439042606816089176e+01,9.999993834059596187e-01,1.012174816380721598e+00,1.010080271889751836e-63,2.291612982387484898e+00,1.768839077945588656e+01,4.719698792717560317e-06,2.370283725881625471e-04,2.804458526866498991e-01,1.475965279966276804e-08,0.000000000000000000e+00,1.512228377104073213e-19,1.123409990983369824e-06,2.680691794484458967e-10,2.543735651673461717e+00,3.144873407446770459e-231,9.946569029891733749e+00,9.648407995422369087e-64,4.677389207129749796e-301,3.514144248212351865e-11
7.728672507783856862e-04,8.550926403570787926e+00,3.114602945077292517e+00,6.884855742979464730e-114,2.175894271048931294e+00,6.081609484806498335e-23,5.593852567392706835e-05,1.653952740356297824e+01,1.308664074148378583e-20,3.593433199844330750e-18,4.007922841624295351e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.142300034486822405e-24,6.720401220777333151e+00,0.000000000000000000e+00,2.981699316849998477e-02,1.237527414229855382e-10,1.148137619312327606e+00,0.000000000000000000e+00,5.509740125106822317e-01,1.162994703754406611e+00,1.441245828759866822e-191,5.583652616773973570e-138,1.683264653201678403e-08,2.594955670466379193e-72,1.960251879554815391e+00,5.425169035958924154e-09,1.415773649987095999e-80,4.172172882055458665e+00,7.451643199251921211e-109,3.056413663269260117e-01,0.000000000000000000e+00,3.375916472909139710e-05,1.944807948941469676e-128,1.955804203465408975e+01,1.565956997567305015e-07,2.725668848721075216e-14,2.797392914233352457e+00,6.193021855804690731e-13,3.259062408397644623e-123,4.858746876429833630e-09,9.250447908672727593e+00,7.469067099996014925e+00
6.221561697115400117e-41,8.034489246111531369e-01,4.328967748291539408e+01,1.200739099660373443e-84,6.143191321684324357e+00,6.908676083890510355e-01,4.031687300868742163e+00,2.378547752119245473e+01,1.447353373573302182e+00,5.719941384193776734e+00,3.747536224653563548e-07,9.630304545008224715e-203,0.000000000000000000e+00,5.364589025086454743e-01,3.317304862447730152e+00,0.000000000000000000e+00,4.106555224931262238e+00,1.999912922399301518e+00,6.974066536962094176e+01,2.319988652760554096e-228,1.030277277927318522e-07,2.987936333386056909e+00,7.362124427703239638e-21,1.136867474949896459e-14,7.196941013367203713e-04,4.825225597984372783e+00,3.055684893001101328e-10,1.144419158507126468e+02,1.706723704548252162e-18,7.596954528952496233e+00,1.832702410982628294e+01,3.540536642274322965e+00,5.429646211185720230e-214,1.999404836009983866e+00,0.000000000000000000e+00,1.006232691737676436e-184,2.772235785891074666e+00,4.208406173705083016e-24,9.999996638003926241e-01,3.875562126933702009e-12,2.139645124441339252e+00,1.327538798499201675e+02,3.332755580598919520e-15,7.683323621490333322e-01
6.399334743305561107e-25,3.003802690938616831e-09,2.532615870561534877e+01,3.456017833328984879e-21,2.696318511804748130e+00,3.091323968996664284e-01,2.968256760397732119e+00,2.056602489853043991e+01,5.526614767927330307e-01,9.627784942962737347e+00,1.934151391890586824e+00,4.006706280446680505e-92,0.000000000000000000e+00,4.635410929256005841e-01,2.035518221300554931e+00,0.000000000000000000e+00,1.863681858056422502e+00,8.753695320628534387e-05,1.124781554941909008e+02,1.382580987507317136e-109,9.999997784953860158e-01,3.734005392764755404e-02,1.991150243053494417e-01,3.311955786464419702e-64,1.805513388432576221e-36,6.939454515541507718e+00,2.416853057703707321e-03,9.711447188926302942e+01,9.990499465377833399e-01,6.637075834570832278e+00,8.887201108625495394e+00,1.311812632452259741e+01,3.111995246669402675e-148,3.018976124709072664e-18,0.000000000000000000e+00,3.097065499079739783e-149,2.415887515419005250e-09,0.000000000000000000e+00,2.735476329570038258e-31,9.998268042436195824e-01,5.067606109863596053e+00,1.395875493398852427e+02,9.998588689469004587e-01,7.086928989359241093e+00
5.269284376403859937e-01,9.999973448301794354e-01,1.795754422306242404e+01,8.233896799863045235e-01,3.649228804281311689e+00,1.760691851140388509e-01,9.999695194353319661e-01,1.508403758311970400e+01,2.876942325145670054e+00,1.164267919525954653e+01,3.167565148990080015e+00,6.201464583773736045e-25,0.000000000000000000e+00,1.818707286905352670e-25,1.000026886748258459e+00,0.000000000000000000e+00,8.954775573011142242e-01,9.999995160289675278e-01,8.689508690522981738e+01,3.071614596996144190e-34,1.131303013307757242e-07,9.753738579021613564e-01,7.042503305906420152e-01,4.809442835393123785e-06,6.953533549109820324e-15,3.396156617105190634e+01,1.157420801663942012e+00,4.658954737727421995e-19,2.125024200802233809e-01,1.276914050115238908e+01,0.000000000000000000e+00,4.427406649127369970e-270,1.213947735667105323e-60,4.537045430549988545e+00,0.000000000000000000e+00,3.801577698479496803e+01,8.884079747286917073e-01,1.000222314551312497e+00,1.248357859203743647e+00,4.862332847100433453e-01,1.666918225449978434e-59,5.237633881781799302e-15,9.016950859519777595e+00,6.014442355489849845e+00
1.802736487386076503e+00,2.656142380076659728e-06,1.720696158363887207e+01,1.766103159305510706e-01,3.267885810140609415e+00,8.242490121927860125e-01,8.056936101550313811e-01,1.651497822961345108e+01,6.893225393982737259e+00,1.352019184395319051e+01,1.898283447527741474e+00,5.120985814169317640e-01,0.000000000000000000e+00,2.161065179278089927e-17,9.999766159101739493e-01,0.000000000000000000e+00,2.104511784171269717e+00,1.699220173670440981e-01,8.907338590022571623e+01,3.776708269636482734e-02,3.303654565851095459e-02,1.928613523824971754e+00,9.971955339042297695e-01,1.895692861242255251e-93,1.573370625791775446e+00,1.365049984715115627e+00,4.174386329954183744e-07,5.604632333466763328e+01,1.014086793996053633e-09,1.254962716012389556e+01,2.437423708370890196e+01,9.315110016147672312e+00,1.011653464318541058e-41,9.580975935771703922e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.216418760972427737e+00,0.000000000000000000e+00,8.807773193830459013e-33,0.000000000000000000e+00,1.062215046030778254e+01,6.778971315544988840e+01,1.448548129167038191e-168,4.758328613119030770e+00
1.670335073832506678e+00,3.153286059846424032e-49,6.926835307506617134e+00,2.753367324950441980e-29,3.156579401476220827e-03,1.999681797698499297e+00,1.943368645880600432e-01,6.008922841630133682e+00,5.708944270935798215e+01,1.936770854871138781e+01,4.542795798794924123e-01,1.486780790614926628e+00,0.000000000000000000e+00,9.729687086261764595e-01,9.999988359682362438e-01,0.000000000000000000e+00,3.698667043374305852e+00,8.300780015556823432e-01,7.364169730797279101e+01,5.962232914280228613e+00,1.966963451170529620e+00,2.968491075102694943e+00,4.073802738186925509e+00,2.986684216663967995e+00,6.791369151377590896e-01,5.002066652836134608e+00,1.063992401074409067e+00,6.930041227964925888e-49,4.411069186989293733e+00,7.228433892538734362e+00,0.000000000000000000e+00,7.594048533683270314e-207,1.234863437876434133e+01,1.839361495619074027e-02,6.683708961758941751e-224,4.692741153149787757e-75,6.171416500358083113e+01,8.851013504406644375e-69,7.164915718253350274e-309,5.540256313059689108e-75,5.158685601511082908e+00,1.227729483960336536e-37,2.276366655167108793e-46,2.596752755922699496e+00
3.496583072773699766e-04,8.006804280900207568e-57,2.934162378141710903e+01,3.698259252639864159e-02,2.970764841033805670e+00,7.197622096561053322e-09,8.914620461329867407e-01,2.231688499612175747e+01,1.140206173630320841e+00,1.417570932449629506e+00,1.545720419596496864e+00,1.120617808596940891e-03,0.000000000000000000e+00,2.703128836271598279e-02,9.304874070440286582e-01,0.000000000000000000e+00,2.092623137824462631e+00,4.393409308106655020e-21,7.374888720272049625e+01,1.401704246554651600e-10,5.909744047307185949e-14,1.028953977480824983e-01,6.131771138656711972e-01,0.000000000000000000e+00,1.217562097451937042e+01,8.611743482027899299e-01,9.422294938681524679e-01,8.063809400060468757e-01,1.922062341441527433e+00,1.178284268048865790e+01,6.307948998837427546e+00,1.245307591985307383e+01,2.635222513521582460e-03,9.994471652174844456e-01,0.000000000000000000e+00,7.227119455531362881e-132,4.240848152728220910e+00,0.000000000000000000e+00,3.214432375715342793e+00,8.276586796321691896e-67,5.785425331643655511e+01,2.841821551347938161e-05,8.231451546505102930e-64,1.796784852951172073e+00
